id,Agent,LStreet,LCity,LState,LZip,Deactivation,County
144712,Liberty Get & Go,321 W Washington St,Charles Town,WV,25414,30-Jun-21,JEFFERSON
144713,Manown Mini Mart,Dogtown Rd & Rout 17 Intersect,Kingwood,WV,26537,30-Jun-21,PRESTON
144725,Tsp 204,831 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
144727,Zip Zone Express #14,3096 16th St Rd,Huntington,WV,25701,30-Jun-21,CABELL
144729,Deerfield Express,Rt 7 Box 418a,Fairmont,WV,26554,30-Jun-16,MARION
144739,Jane Lew Restaurant,21 Robins Way,Jane Lew,WV,26378,30-Jun-21,LEWIS
144740,Jane Lew Truck Stop,21 Robins Way,Jane Lew,WV,26378,30-Jun-21,LEWIS
144742,Go Mart #95,6088 Webster Rd,Summersville,WV,26651,30-Jun-21,NICHOLAS
144746,Chelyan Foodland,15065 Maccorkle Ave,Cabin Creek,WV,25035,30-Jun-16,KANAWHA
144747,Wv Original City Perk One,3700 Emerson Ave,Parkersburg,WV,26101,30-Jun-21,WOOD
144760,River City Perk,1705 Harris Hwy,Washington,WV,26181,30-Jun-21,WOOD
144763,Reedsville Shop & Save,Rt  7 & Rt  92,Reedsville,WV,26547,30-Jun-21,PRESTON
144764,Par Mar  #27,459 Maccorkle Ave,Saint Albans,WV,25177,30-Jun-21,KANAWHA
144765,Smith Oil  #205,1300 First St,Moundsville,WV,26041,30-Jun-21,MARSHALL
144769,Same Old Place  #1,1443 A Adams Ave,Huntington,WV,25704,30-Jun-18,CABELL
144773,Embassy Suites,300 Court St,Charleston,WV,25301,30-Jun-21,KANAWHA
144775,Pikeside Rocs,3013 Winchester Ave,Martinsburg,WV,25405,30-Jun-21,BERKELEY
144779,Riffe'S Country Store,Route 219 & Route 122,Lindside,WV,24951,30-Jun-15,MONROE
144780,Bfs Foods  #26,204 Venture Dr,Morgantown,WV,26508,30-Jun-21,MONONGALIA
144781,Bfs Foods  #27,101 Three Springs Dr,Weirton,WV,26062,30-Jun-21,HANCOCK
144786,Hot Site Claim Terminal,64 Sterling Dr,Bridgeport,WV,26330,30-Jun-19,HARRISON
144787,Ez Mart,1422 Blair Rd,Harpers Ferry,WV,25425,30-Jun-21,JEFFERSON
144794,Classic'S  #3,1384 Greenbag Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
144796,Knobley Farm Convenience Shop,Hc 75 B0x 33,New Creek,WV,26743,30-Jun-21,MINERAL
144799,Bruce Bowling Lanes,510 N  State Route 2,New Martinsville,WV,26155,30-Jun-15,WETZEL
144801,Five Forks Store,Rt  16 North,Grantsville,WV,26147,30-Jun-19,CALHOUN
144805,Wv'S Original City Perk Two,2520 Pike St,Parkersburg,WV,26101,30-Jun-21,WOOD
144807,American Legion Post  #136,1012 2nd Ave,Ridgeley,WV,26753,30-Jun-21,MINERAL
144808,Hillbilly #6,Main St,War,WV,24892,30-Jun-21,MCDOWELL
144816,People'S Club,1628 Blizzard Dr,Parkersburg,WV,26101,30-Jun-21,WOOD
144819,Golden Rail,700 23rd St,Kenova,WV,25530,30-Jun-18,WAYNE
144823,Mayo'S Exxon,227 N State Route 2,New Martinsville,WV,26155,30-Jun-21,WETZEL
144824,Little General  #2495,125 Odd Rd,Ghent,WV,25843,30-Jun-21,RALEIGH
144825,High Life Lounge,532 Us Hwy 33 E,Weston,WV,26452,30-Jun-21,LEWIS
144829,Glenville Sunoco,10 West Main,Glenville,WV,26351,30-Jun-17,GILMER
144830,Statts Mills Trading Co,5445 Statts Mills Rd,Ripley,WV,25271,30-Jun-15,JACKSON
144831,H Mart Conv  Store #2,1501 New York Ave,Martinsburg,WV,25401,30-Jun-21,BERKELEY
144834,Clarksburg Elks Lodge 482,Rt. 19 South - Village Square,Clarksburg,WV,26301,30-Jun-15,HARRISON
144838,Gary'S Always Hot,1416 Staunton Ave,Parkersburg,WV,26101,30-Jun-21,WOOD
144844,Tsp 814,2 Chapel & Bethlehem,Wheeling,WV,26003,30-Jun-21,OHIO
144848,Maloney'S Exxon,601 Commerce Street,Wellsburg,WV,26070,30-Jun-15,BROOKE
144852,Stateline Big Time Coffee Shop,1 Martin Square,Williamstown,WV,26187,30-Jun-21,WOOD
144859,Bailey'S,804 Washington Ave,Huntington,WV,25704,30-Jun-18,WAYNE
144863,Bells 119 Grocery,3092 Grafton Rd,Morgantown,WV,26508,30-Jun-20,MONONGALIA
144867,Tri State Casino & Resort,One Greyhound Dr,Charleston,WV,25313,30-Jun-18,KANAWHA
144868,Kountry Mart,W 456 Mt Lookout Rd,Mount Lookout,WV,26678,30-Jun-16,NICHOLAS
144871,Mid Valley Mart Ii,3524 Teays Valley Rd.,Hurricane,WV,25526,30-Jun-15,PUTNAM
144874,Quick Check,529 Jones Ave,Oak Hill,WV,25901,30-Jun-21,FAYETTE
144875,Sterling Village Store,1016 Low Gap Rd,Princeton,WV,24740,30-Jun-20,MERCER
144876,Go Mart #84,1525 Johnson Ave,Bridgeport,WV,26330,30-Jun-21,HARRISON
144877,Go Mart #87,257 Maple Fork Rd,Mount Hope,WV,25880,30-Jun-21,FAYETTE
144878,Go Mart #92,3157 State St,Gassaway,WV,26624,30-Jun-21,BRAXTON
144879,Go Mart #93,519 Stokes Dr,Hinton,WV,25951,30-Jun-21,SUMMERS
144880,Bfs Foods  #21,144 N  River Rd,Wheeling,WV,26003,30-Jun-21,OHIO
144882,Wakim'S Club,2181 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
144883,La Cafe,Suite 2,Vienna,WV,26105,30-Jun-21,WOOD
144886,High Life Lounge,422 1/2 E  Main St,Kingwood,WV,26537,30-Jun-21,PRESTON
144891,Eddie'S Gotta Stop,"Route 1, Box 160",Hinton,WV,25951,30-Jun-15,SUMMERS
144897,Mimi'S Southridge,2836 Mountaineer Blvd,South Charleston,WV,25309,30-Jun-21,KANAWHA
144898,Mimi'S Ashton Place,1107 Fledderjohn Rd,Charleston,WV,25314,30-Jun-21,KANAWHA
144902,Mimi'S Saint Albans,1471 Maccorkle Ave,Saint Albans,WV,25177,30-Jun-21,KANAWHA
144903,Mimi'S Liberty Square,5 Liberty Square,Hurricane,WV,25526,30-Jun-21,PUTNAM
144905,High Life Lounge,3071b University Ave,Morgantown,WV,26505,30-Jun-18,MONONGALIA
144911,Patty'S Beckley Crossing,409 Beckley Crossing,Beckley,WV,25801,30-Jun-21,RALEIGH
144914,Mimi'S Nitro Marketplace,63 Nitro Market Pl,Charleston,WV,25313,30-Jun-21,KANAWHA
144916,Mimi'S Dunbar Village,961 Dunbar Village Plaza,Dunbar,WV,25064,30-Jun-21,KANAWHA
144917,Mimi'S Quincy,Ste 19a,Belle,WV,25015,30-Jun-21,KANAWHA
144918,Bj'S Of Logan,22 Main Ave,Logan,WV,25601,30-Jun-16,LOGAN
144920,Ansted Shell,123 E  Main St,Ansted,WV,25812,30-Jun-21,FAYETTE
144923,Bells Rowlesburg Grocery,22 S Buffalo St,Rowlesburg,WV,26425,30-Jun-21,PRESTON
144928,Sofia'S North Mall,738 Foxcroft Ave   Unit 11,Martinsburg,WV,25401,30-Jun-21,BERKELEY
144929,Sofia'S Old Courthouse,1345 Edwin Miller Blvd,Martinsburg,WV,25404,30-Jun-21,BERKELEY
144933,Members Only,119 Rainbow Rd,Princeton,WV,24740,30-Jun-21,MERCER
144939,Cold Spot Glen Jean,Route 16,Glen Jean,WV,25846,30-Jun-21,FAYETTE
144946,Smoker Friendly'S Liquor Plus,100 S Huron St,Wheeling,WV,26003,30-Jun-21,OHIO
144949,High Life Lounge,953 Point  Marion Rd,Morgantown,WV,26505,30-Jun-19,MONONGALIA
144953,Cg'S,11978 Coal River Rd,Whitesville,WV,25209,30-Jun-17,BOONE
144954,Mt. Top Citgo,16105 Appalachian Hwy Rt 32,Thomas,WV,26292,30-Jun-21,TUCKER
144962,High Life Lounge,250 Holland Avenue,Morgantown,WV,26501,30-Jun-15,MONONGALIA
144964,Towne N Country Lanes,409 First Ave,Nitro,WV,25143,30-Jun-20,KANAWHA
144971,Midway Mart,6988 Us Hwy 19 S,Walkersville,WV,26447,30-Jun-21,LEWIS
144976,Cfm  #3872,500 N Main St,Wheeling,WV,26003,30-Jun-20,OHIO
144981,High Life Lounge,208 S Randolph Ave,Elkins,WV,26241,30-Jun-21,RANDOLPH
144985,J'S Grocery,3377 Beckley Rd,Princeton,WV,24740,30-Jun-21,MERCER
144989,Crest Point,635 Cheat Rd,Morgantown,WV,26508,30-Jun-18,MONONGALIA
144990,Barney'S Restaurant,5524 Williamsport Pike,Martinsburg,WV,25404,30-Jun-18,BERKELEY
144992,Convenience Plus,719 31st St,Huntington,WV,25702,30-Jun-21,CABELL
145000,Sheetz  #349,1901 Earl L Core Rd,Morgantown,WV,26505,30-Jun-21,MONONGALIA
145003,Saint Marys Elks,422 2nd St,Saint Marys,WV,26170,30-Jun-21,PLEASANTS
145009,Hardesty'S Express Mart,994 Wyatt Rd,Shinnston,WV,26431,30-Jun-18,HARRISON
145011,One Stop #129,Rt 1 Box 285a,Charleston,WV,25312,30-Jun-16,KANAWHA
145012,One Stop #102,501 Maccorkle Ave,Saint Albans,WV,25177,30-Jun-16,KANAWHA
145013,One Stop #103,320 Goff Mountain Rd,Charleston,WV,25313,30-Jun-16,KANAWHA
145014,One Stop #133,871 Robert C Byrd Dr,Sophia,WV,25921,30-Jun-16,RALEIGH
145015,One Stop #135,4117 1st Ave,Nitro,WV,25143,30-Jun-16,KANAWHA
145016,One Stop #111,129 Lee Street West,Charleston,WV,25302,30-Jun-16,KANAWHA
145017,One Stop #514,1402 Kanawha Blvd  West,Charleston,WV,25302,30-Jun-16,KANAWHA
145019,One Stop #517,81 Rhl Blvd,South Charleston,WV,25309,30-Jun-16,KANAWHA
145020,One Stop #520,Rt 3  Box 37,Kenna,WV,25248,30-Jun-16,JACKSON
145024,High Life Lounge Ii,914 East Grafton Rd,Fairmont,WV,26554,30-Jun-21,MARION
145027,Midtown Gas,419  21 West Race St,Martinsburg,WV,25401,30-Jun-21,BERKELEY
145028,Smoker Friendly  #1,Suite 200b,Parkersburg,WV,26101,30-Jun-21,WOOD
145029,Smoker Friendly  #2,926 #1 Division St,Parkersburg,WV,26101,30-Jun-21,WOOD
145030,Smoker Friendly  #5,19 Nell Jean Square,Beckley,WV,25801,30-Jun-21,RALEIGH
145032,Smoker Friendly  #7,1443 Maccorkle Ave,Saint Albans,WV,25177,30-Jun-21,KANAWHA
145033,Smoker Friendly  #8,Unit 1,Scott Depot,WV,25560,30-Jun-21,PUTNAM
145034,Smoker Friendly  #9,41 Rhl Blvd,South Charleston,WV,25309,30-Jun-21,KANAWHA
145035,Smoker Friendly  #11,Ste 1216/Rt,Summersville,WV,26651,30-Jun-21,NICHOLAS
145036,Smoker Friendly  #12,Unit # 19,Princeton,WV,24740,30-Jun-21,MERCER
145037,Smoker Friendly  #13,Unit #8,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
145038,Smoker Friendly  #15,Stone Mountain Lane,Elkins,WV,26241,30-Jun-21,RANDOLPH
145039,Smoker Friendly  #16,217 10th St,Dunbar,WV,25064,30-Jun-21,KANAWHA
145040,Smoker Friendly  #18,Suite B,Charleston,WV,25304,30-Jun-21,KANAWHA
145041,Smoker Friendly  #20,1227 Warwood Ave,Wheeling,WV,26003,30-Jun-21,OHIO
145042,Smoker Friendly'S Liquor Plus,317 Randolph Ave,Elkins,WV,26241,30-Jun-21,RANDOLPH
145046,New River Exxon,75 Jack Smith Rd,Hico,WV,25854,30-Jun-21,FAYETTE
145047,High Life Lounge,1628 Mileground Rd,Morgantown,WV,26505,30-Jun-15,MONONGALIA
145056,Curt'S,27 Market St,Peterstown,WV,24963,30-Jun-21,MONROE
145059,Venture Lanes,6300 Maccorkle Ave,Saint Albans,WV,25177,30-Jun-19,KANAWHA
145065,Slanesville General Store,Route 29,Slanesville,WV,25444,30-Jun-21,HAMPSHIRE
145066,Butts & Ashes Tobacco Outlet,440 W Pike St,Clarksburg,WV,26301,30-Jun-18,HARRISON
145072,Riverview Lounge,Route 50,Rowlesburg,WV,26425,30-Jun-15,PRESTON
145073,Warwood Vets Club,598 Hazlett Ave,Wheeling,WV,26003,30-Jun-21,OHIO
145076,Peoples Choice Cafe The,3383 Main St,Weirton,WV,26062,30-Jun-15,HANCOCK
145078,Station The,Main St,Union,WV,24983,30-Jun-21,MONROE
145083,Route 2 Cafe,241 Ohio River Blvd,New Cumberland,WV,26047,30-Jun-15,HANCOCK
145084,Brooke Plaza Cafe,1502 Main St,Follansbee,WV,26037,30-Jun-15,BROOKE
145085,Nestorville Service Center,27 Mountaineer Rd,Philippi,WV,26416,30-Jun-21,BARBOUR
145092,Chaney'S Service Station,751 Carolina Ave,Chester,WV,26034,30-Jun-21,HANCOCK
145094,Fun Cafe,403 W  Carolina Ave,Chester,WV,26034,30-Jun-18,HANCOCK
145103,Limestone General Store,Rd  1 Box 254,Moundsville,WV,26041,30-Jun-21,MARSHALL
145104,Go Mart #98,410 N  Jefferson St,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
145110,Spring Hill Bp,5701 Mccorkle Ave,South Charleston,WV,25309,30-Jun-15,KANAWHA
145115,The Bakerton Market,834 Carter Ave,Harpers Ferry,WV,25425,30-Jun-21,JEFFERSON
145116,Store The,4559 Beckwith Rd,Fayetteville,WV,25840,30-Jun-20,FAYETTE
145117,High Life Lounge,797a W Main St,Bridgeport,WV,26330,30-Jun-21,HARRISON
145119,High Life Lounge,Rt  3 Box 295 A,Mannington,WV,26582,30-Jun-21,MARION
145121,Stop In Food Store  #132,Hc  Box 182 E,Caldwell,WV,24925,30-Jun-17,GREENBRIER
145124,L & B Pit Stop,St Route 10 Box 149,Bud,WV,24716,30-Jun-19,WYOMING
145125,K & B Quik Stop,4759 Poplar Gap,Glen Fork,WV,25845,30-Jun-21,WYOMING
145131,La Cafe,Unit2a,Parkersburg,WV,26101,30-Jun-21,WOOD
145132,Old Berkeley News,105 N  Queen St,Martinsburg,WV,25401,30-Jun-21,BERKELEY
145134,Inwood Bp2,4701 Gerrardstown Rd,Inwood,WV,25428,30-Jun-21,BERKELEY
145135,Smokin Sams,4231 Hughes Branch Rd,Huntington,WV,25701,30-Jun-21,CABELL
145138,Neely'S Grocery,1610 Wood St,Wheeling,WV,26003,30-Jun-21,OHIO
145139,M & M Mart,3626 Maccorkle Ave Se,Charleston,WV,25304,30-Jun-21,KANAWHA
145141,Holiday Room The,3745 Main St,Weirton,WV,26062,30-Jun-16,HANCOCK
145145,Belko Foods,62 Daybrooke Rd,Blacksville,WV,26521,30-Jun-20,MONONGALIA
145147,Legion Of Guardsmen  #6,258 Williams Highway,Vienna,WV,26105,30-Jun-17,WOOD
145149,Gerald'S Auto Parts,1224 E Main,Oak Hill,WV,25901,30-Jun-15,FAYETTE
145161,C & M Service Center,20958 Seneca Trail N,Frankford,WV,24938,30-Jun-21,GREENBRIER
145173,Little General  #3000,3133 Robert C  Byrd Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
145174,Little General  #3015,269 N  Eisenhower Dr,Beckley,WV,25801,30-Jun-21,RALEIGH
145175,Little General  #3030,602 E Main St,Oak Hill,WV,25901,30-Jun-21,FAYETTE
145177,Stop In Food Store  #140,360 Seneca Trail,Ronceverte,WV,24970,30-Jun-16,GREENBRIER
145179,Sassy'S,707 Sixth Ave,Saint Albans,WV,25177,30-Jun-21,KANAWHA
145180,Stateline Big Time Coffee Sho,393 Second St,Mason,WV,25260,30-Jun-18,MASON
145181,Stateline Big Time Coffee Sho,201 3rd St,Saint Marys,WV,26170,30-Jun-21,PLEASANTS
145183,Java Shoppe The,1015 Main St,Follansbee,WV,26037,30-Jun-21,BROOKE
145185,Smoker Friendly  #25,1309a Old Court House Square,Martinsburg,WV,25401,30-Jun-21,BERKELEY
145190,Smokin Sam'S,118 Gander Ln,Mason,WV,25260,30-Jun-21,MASON
145191,Smoke Time Sam'S #2,516 Emily Dr,Clarksburg,WV,26301,30-Jun-21,HARRISON
145192,Smoketime Sams #3,126 Milford St,Clarksburg,WV,26301,30-Jun-21,HARRISON
145196,Bruceton Mills Nest  #302,16517 N Preston Hwy,Bruceton Mills,WV,26525,30-Jun-21,PRESTON
145197,Terra Alta Nest  #298,1201 E State Ave,Terra Alta,WV,26764,30-Jun-21,PRESTON
145204,Mountaineer Rocs,39 Kelly Island Rd,Martinsburg,WV,25401,30-Jun-21,BERKELEY
145207,Main Street Lounge,1520 Main St,Follansbee,WV,26037,30-Jun-15,BROOKE
145211,7-Eleven  #36167a,525 Carolina Ave,Chester,WV,26034,30-Jun-21,HANCOCK
145214,Nbs Smokehouse  #31,1620 Earl L Core Rd,Morgantown,WV,26508,30-Jun-21,MONONGALIA
145215,Nbs Smokehouse  #32,425 E Main St,Kingwood,WV,26537,30-Jun-21,PRESTON
145216,Nbs Smokehouse  #33,North 157 Main St,Philippi,WV,26416,30-Jun-21,BARBOUR
145217,Nbs Smokehouse  #30,203 E Main St,Mannington,WV,26582,30-Jun-21,MARION
145218,Nbs Smokehouse  #29,736 Venture Dr,Morgantown,WV,26505,30-Jun-21,MONONGALIA
145219,Nbs Smokehouse  #28,5 Fairhills Plaza,Fairmont,WV,26554,30-Jun-21,MARION
145220,Nbs Smokehouse  #27,532 Us Hwy 33 E,Weston,WV,26452,30-Jun-21,LEWIS
145221,Nbs Smokehouse  #26,915 Country Club Rd,Fairmont,WV,26554,30-Jun-21,MARION
145222,Nbs Smokehouse  #36,4 Clark Rd,Morgantown,WV,26508,30-Jun-21,MONONGALIA
145223,Nbs Smokehouse  #35,103 S  Kanawha St,Buckhannon,WV,26201,30-Jun-21,UPSHUR
145225,Nbs Smokehouse  #37,250 Holland Ave,Morgantown,WV,26501,30-Jun-21,MONONGALIA
145229,S & S Express #5,1100 Mercer Mall Rd,Bluefield,WV,24701,30-Jun-21,MERCER
145234,Go Mart #89,28 Court St,Jane Lew,WV,26378,30-Jun-21,LEWIS
145237,Sheetz  #362,887 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
145238,Freedom Way Lounge,4337 Freedom Way,Weirton,WV,26062,30-Jun-15,HANCOCK
145239,Optima  #1317,Route 4 Box 81,Keyser,WV,26726,30-Jun-17,MINERAL
145245,7-Eleven  #36168a,600 Washington St,Newell,WV,26050,30-Jun-21,HANCOCK
145247,Bfs Foods #28,307 Merchant St,Fairmont,WV,26554,30-Jun-21,MARION
145248,Emma'S At The Airport,Rt 1 Box 98a,Wiley Ford,WV,26767,30-Jun-15,MINERAL
145255,Tj'S Place,30 Forever Green Dr,Falling Waters,WV,25419,30-Jun-21,BERKELEY
145256,3-Way Super Stop,Rt. 52,Iaeger,WV,24844,30-Jun-15,MCDOWELL
145268,Mary'S Cafe,525 Carolina Ave,Chester,WV,26034,30-Jun-21,HANCOCK
145270,The Last Round Up Club,10491 Winchester Ave,Bunker Hill,WV,25413,30-Jun-21,BERKELEY
145274,Valley Car Wash & Gas Station,603 N Mildred St,Ranson,WV,25438,30-Jun-21,JEFFERSON
145275,Sassy'S,4414 Maccorkle Ave,South Charleston,WV,25309,30-Jun-17,KANAWHA
145276,J & B'S Quick Stop,5 Potomac St,Ridgeley,WV,26753,30-Jun-21,MINERAL
145277,Make Your Day Cafe,151 Archer Hill Rd,Follansbee,WV,26037,30-Jun-21,BROOKE
145283,Front Street Lounge,214 Three Springs Dr,Weirton,WV,26062,30-Jun-15,HANCOCK
145286,Wv #1 Tiger Mart,1101 Route 75,Kenova,WV,25530,30-Jun-21,WAYNE
145287,Cornerstone Grocery,9779 Seneca Trail S,Lewisburg,WV,24901,30-Jun-21,GREENBRIER
145294,Fraternal Order Of Eagles Aeri,2 Station Plaza,Williamstown,WV,26187,30-Jun-21,WOOD
145297,One Stop #530,5158 Route 60 East,Huntington,WV,25705,30-Jun-16,CABELL
145299,Main Street Station,312 Railroad St,Bridgeport,WV,26330,30-Jun-21,HARRISON
145300,Par Mar  #37,3211 Washington Blvd,Huntington,WV,25705,30-Jun-21,CABELL
145301,Par Mar  #36,2207 8th Ave,Huntington,WV,25703,30-Jun-21,CABELL
145302,Par Mar  #38,15289 Huntington Rd,Gallipolis Ferry,WV,25515,30-Jun-21,MASON
145303,Par Mar  #39,2264 Second St,Mason,WV,25260,30-Jun-21,MASON
145308,Gino'S Pizza Pub,2501 5th Ave,Huntington,WV,25703,30-Jun-21,CABELL
145311,Tobacco Barn,20 Perry Morris Square,Milton,WV,25541,30-Jun-21,CABELL
145312,Hatfield & Mccoy Quick Stop,384 Prichard Rd,Danville,WV,25053,30-Jun-21,BOONE
145317,Giant Eagle  #58,208 Giant St,Morgantown,WV,26501,30-Jun-21,MONONGALIA
145318,J & S Grocery,7446 Clay Highway,Bickmore,WV,25019,30-Jun-15,CLAY
145319,C  Mart,Rr 1 Box 327a,Cottageville,WV,25239,30-Jun-21,JACKSON
145320,J  Mart,Route 2 S,Millwood,WV,25262,30-Jun-21,JACKSON
145323,Whitewater Bar & Grill,103 Elliotts Way,Fayetteville,WV,25840,30-Jun-21,FAYETTE
145325,Corner Market,302 Frankford Rd,Ronceverte,WV,24970,30-Jun-18,GREENBRIER
145326,Jamones Grill At Station #1,154 Bridge St,Junior,WV,26275,30-Jun-21,BARBOUR
145330,Smoker Friendly #38,203 Jones St,Point Pleasant,WV,25550,30-Jun-21,MASON
145331,Mrs. D'S Hoagie Shack,15215 Waynesburg Pike Rd,Cameron,WV,26033,30-Jun-21,MARSHALL
145336,Somerville Exxon,10134 Us Hwy 33 E,Linn,WV,26384,30-Jun-21,GILMER
145337,Trey Llc,880 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
145338,Smith'S Food Fair #3,106 Beech St,Clendenin,WV,25045,30-Jun-17,KANAWHA
145339,Trey,2109 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
145340,Trey,105 W Carolina,Chester,WV,26034,30-Jun-21,HANCOCK
145341,Trey,231 N St Route 2,New Martinsville,WV,26155,30-Jun-21,WETZEL
145342,Trey,Rt 2  Box 70 D,Moundsville,WV,26041,30-Jun-21,MARSHALL
145343,Trey,4052 Washington St,Weirton,WV,26062,30-Jun-21,HANCOCK
145344,Trey,1000 National Rd,Wheeling,WV,26003,30-Jun-21,OHIO
145345,Trey,Dallas Pike  Exit 1-70,Valley Grove,WV,26060,30-Jun-21,OHIO
145346,Trey,Route 30,Chester,WV,26034,30-Jun-15,HANCOCK
145349,High Life Lounge,1137 Van Vooris Rd,Morgantown,WV,26505,30-Jun-18,MONONGALIA
145352,High Life Lounge,805 Morgantown Ave,Fairmont,WV,26554,30-Jun-21,MARION
145353,High Life Lounge,198 Buckhannon Pike,Clarksburg,WV,26301,30-Jun-21,HARRISON
145354,High Life Lounge,141c Elk Creek Rd,Mount Clare,WV,26408,30-Jun-21,HARRISON
145362,Paula'S Bridgeport,1218 W Main St,Bridgeport,WV,26330,30-Jun-21,HARRISON
145364,Smoker Friendly #39,211 A Highland Ave,Williamstown,WV,26187,30-Jun-21,WOOD
145365,"Designated Smoking Area, Llc",402 Winfield Rd,Saint Albans,WV,25177,30-Jun-21,KANAWHA
145366,Paula'S  Elkins,773 Beverly Pike,Elkins,WV,26241,30-Jun-21,RANDOLPH
145367,Mimi'S Patrick St,1607b Kanawha Blvd W,Charleston,WV,25387,30-Jun-21,KANAWHA
145368,Foodway Super Market,3507 Mission Rd,Harpers Ferry,WV,25425,30-Jun-20,JEFFERSON
145370,Bfs Foods #29,2942 University Ave,Morgantown,WV,26505,30-Jun-21,MONONGALIA
145376,Simon'S Market,12909 Shortline Hwy,Pine Grove,WV,26419,30-Jun-21,WETZEL
145379,Claim Only Terminal,100 Municipal Plz Ste 500,Weirton,WV,26062,30-Jun-19,HANCOCK
145386,Smiley'S Food Mart,6556 Big Otter Hwy,Ivydale,WV,25113,30-Jun-19,CLAY
145389,Desperado'S Bar & Grill,35 Potomac St,Ridgeley,WV,26753,30-Jun-21,MINERAL
145390,Sam'S Hotdogs,21189 Coal River Rd,Comfort,WV,25049,30-Jun-21,BOONE
145391,The Par On Emerson,4543 Emerson Ave,Parkersburg,WV,26104,30-Jun-21,WOOD
145401,Wayne'S Market,223 Black Eagle Rd,Mullens,WV,25882,30-Jun-21,WYOMING
145402,Buckeye Country Mart,R 219,Buckeye,WV,24924,30-Jun-21,POCAHONTAS
145403,Bullard'S Exxon & Quick Stop,1794 Procious Maysel Rd,Maysel,WV,25133,30-Jun-20,CLAY
145405,Loading Zone The,2820 Pennsylvania  Ave,Weirton,WV,26062,30-Jun-21,HANCOCK
145406,Loading Zone The,4139 Freedomway,Weirton,WV,26062,30-Jun-21,HANCOCK
145408,Nawlins Street #1,6016 Us  Rt. 60 East,Barboursville,WV,25504,30-Jun-15,CABELL
145411,One Stop #531,191 Ambrose Lane,Princeton,WV,24740,30-Jun-16,MERCER
145413,South Fairmont Shop N Save,1208 Fairmont Ave,Fairmont,WV,26554,30-Jun-21,MARION
145414,Mason Smoke Shak,21107 Ohio River Rd,Mason,WV,25260,30-Jun-21,MASON
145416,High Life Lounge,3446 University Ave,Morgantown,WV,26505,30-Jun-21,MONONGALIA
145421,Burg Cafe The,1444 Commerce St,Wellsburg,WV,26070,30-Jun-16,BROOKE
145422,Weis Markets  #183,217 Oak Lee Dr Ste 15,Ranson,WV,25438,30-Jun-21,JEFFERSON
145423,Weis Markets #108,1102 N Queen St,Martinsburg,WV,25401,30-Jun-21,BERKELEY
145424,Fifty One Eleven Lounge,7990 Winchester Ave,Inwood,WV,25428,30-Jun-21,BERKELEY
145425,Grafton Exxon,Beech & Yates Sts,Grafton,WV,26354,30-Jun-21,TAYLOR
145426,A & M Convenience Store,246 N Queen St,Martinsburg,WV,25401,30-Jun-16,BERKELEY
145427,Kathy'S A,2250 Chestnut St,Kenova,WV,25530,30-Jun-17,WAYNE
145431,Patty'S Bluefield,3022b E Cumberland Rd,Bluefield,WV,24701,30-Jun-21,MERCER
145432,Patty'S Merchants Walk,223 Merchants Walk,Summersville,WV,26651,30-Jun-21,NICHOLAS
145433,Stop In Food Store 137,Exit 175 & I64,White Sulphur Springs,WV,24986,30-Jun-16,GREENBRIER
145434,C F M 3879,1228 Pennsylvania Ave,Weirton,WV,26062,30-Jun-16,HANCOCK
145437,Patty'S Oak Hill,9001 Fayette Landing,Oak Hill,WV,25901,30-Jun-21,FAYETTE
145441,Patty'S Princeton,19 Princeton Shopping Center,Princeton,WV,24740,30-Jun-21,MERCER
145442,Patty'S Beckley Plaza,316 Beckley Plaza Unit 1,Beckley,WV,25801,30-Jun-21,RALEIGH
145447,Sunny Spot #10,31618 Midland Trail,Lookout,WV,25868,30-Jun-17,FAYETTE
145449,Paula'S University,55 Don Knotts Blvd Ste1,Morgantown,WV,26508,30-Jun-21,MONONGALIA
145450,Paula'S Fairmont,310 Marion Square,Fairmont,WV,26554,30-Jun-21,MARION
145453,Route 2 Mini Mart,5844 Ohio River Rd,Huntington,WV,25702,30-Jun-21,CABELL
145455,J & J'S Mountaineer Mart #21,900 Industrial Dr,Summersville,WV,26651,30-Jun-20,NICHOLAS
145456,Bfs Foods #11,300 Main St,Masontown,WV,26542,30-Jun-21,PRESTON
145466,Newberry Food & Fuel,Us Route 52 N,Iaeger,WV,24844,30-Jun-21,MCDOWELL
145469,Certified #297,1607 Dupont Rd E,Parkersburg,WV,26101,30-Jun-21,WOOD
145475,Go Mart #100,125 Frame Rd,Elkview,WV,25071,30-Jun-21,KANAWHA
145479,Grant'S Supermarket,1314 E  Main St,Princeton,WV,24740,30-Jun-21,MERCER
145481,Quick Check #2,1707 Flat Top Rd,Cool Ridge,WV,25825,30-Jun-21,RALEIGH
145483,Mimi'S Pea Ridge,5636 Us Route 60  Ste 10,Huntington,WV,25705,30-Jun-21,CABELL
